"fec_info","codigo_tipo_persona","segmento","categoria","saldo_medio_total","saldo_medio_vista","saldo_medio_plazo","num_clientes"
202401,J,EMPRESAS,D,51214714541.924736,35766113612.477646,15448600877.64636,6993
202303,J,EMPRESAS,Inactivos,70069620.53204358,69423771.30130017,645849.2307434082,507
202307,J,EMPRESAS,Inactivos,36410691.164811224,35890233.9682475,520457.1809387207,450
202311,J,EMPRESAS,Inactivos,23931209.116724927,23913306.536845166,17902.579879760742,399
202403,J,EMPRESAS,Inactivos,14676452.037037155,14665742.616997024,10709.420040130615,357
202301,J,GLOBAL TRANSACTION BANKING,A,17804881355.16269,12584739672.059174,5220141729.031982,838
202305,J,GLOBAL TRANSACTION BANKING,A,19314092208.21898,17343426726.105545,1970665474.0878906,796
202309,J,GLOBAL TRANSACTION BANKING,A,20330104728.730213,15576094497.410484,4754010094.813477,900
202401,J,GLOBAL TRANSACTION BANKING,A,19051877327.579777,16355334787.7648,2696542520.2202454,925
202302,J,GLOBAL TRANSACTION BANKING,B,18593502054.940727,13950034333.166311,4643467755.050781,759
202306,J,GLOBAL TRANSACTION BANKING,B,23744558194.255177,18038387708.96755,5706170492.139679,854
202310,J,GLOBAL TRANSACTION BANKING,B,28261464379.153633,23277302326.279705,4984162068.329987,866
202402,J,GLOBAL TRANSACTION BANKING,B,21864206391.303265,14358868709.192171,7505337654.8046875,749
202303,J,GLOBAL TRANSACTION BANKING,C,13162804841.927113,10303614271.831776,2859190599.0963135,894
202307,J,GLOBAL TRANSACTION BANKING,C,16512058355.03589,13171421670.912407,3340636775.6384277,660
202311,J,GLOBAL TRANSACTION BANKING,C,19509128434.04972,15533510421.638208,3975617963.9140625,641
202403,J,GLOBAL TRANSACTION BANKING,C,22116191210.320976,17897506583.867653,4218684626.2421875,692
202304,J,GLOBAL TRANSACTION BANKING,D,17770358576.08351,14884339891.515394,2886018729.6015625,663
202308,J,GLOBAL TRANSACTION BANKING,D,35054700203.288574,30552503462.21219,4502196931.171875,643
202312,J,GLOBAL TRANSACTION BANKING,D,30314974821.918373,23339766015.684975,6975208756.5625,706
202404,J,GLOBAL TRANSACTION BANKING,D,19832134127.27344,13861728583.987675,5970405410.1484375,655
202302,J,GLOBAL TRANSACTION BANKING,Inactivos,33891.3203125,33891.3203125,0.0,1
202306,J,GLOBAL TRANSACTION BANKING,Inactivos,32268.2890625,32268.2890625,0.0,1
202310,J,GLOBAL TRANSACTION BANKING,Inactivos,23015.05078125,23015.05078125,0.0,1
202402,J,GLOBAL TRANSACTION BANKING,Inactivos,30099.8203125,30099.8203125,0.0,1
202301,J,INSTITUCIONES,A,32359570290.86855,27932259790.540436,4427310424.381958,1435
202305,J,INSTITUCIONES,A,35718166933.3781,31361825823.43463,4356341106.474442,1421
202309,J,INSTITUCIONES,A,45373862990.213036,38984796248.82842,6389066729.146545,1387
202401,J,INSTITUCIONES,A,44284444366.76297,40177837606.61951,4106606750.722046,1353
202302,J,INSTITUCIONES,B,17351741134.417233,10914713460.032799,6437027643.36319,1136
202306,J,INSTITUCIONES,B,18967542222.47405,12429351273.601025,6538190935.159721,1049
202310,J,INSTITUCIONES,B,18948712355.895626,12473580235.779987,6475132111.909462,1128
202402,J,INSTITUCIONES,B,15094710729.471064,8848216477.18065,6246494244.582489,1110
202303,J,INSTITUCIONES,C,30524651142.57641,26027594350.97241,4497056782.573635,1249
202307,J,INSTITUCIONES,C,21754942230.249916,19930027962.90943,1824914297.1418877,1147
202311,J,INSTITUCIONES,C,26719352906.327072,24100590360.049706,2618762514.1203613,1109
202403,J,INSTITUCIONES,C,37208862553.99668,32122667505.636623,5086195073.525955,1082
202304,J,INSTITUCIONES,D,52047538401.95607,48661125010.37279,3386413362.1275024,1030
202308,J,INSTITUCIONES,D,32286954071.58912,22822600304.137863,9464353785.404785,1064
202312,J,INSTITUCIONES,D,23932777305.73717,20315415491.529987,3617361872.176758,1197
202404,J,INSTITUCIONES,D,22022972119.077393,18280853952.384384,3742118212.201416,1091
202302,J,INSTITUCIONES,Inactivos,181294853.43361515,181286270.35109562,8583.110046386719,118
202306,J,INSTITUCIONES,Inactivos,47894828.71933289,43799776.69394226,4095052.009765625,102
202310,J,INSTITUCIONES,Inactivos,26270378.902423386,26261785.472735886,8593.4296875,74
202402,J,INSTITUCIONES,Inactivos,1426457.9990609922,1417555.8486703672,8902.150390625,57
202303,J,PARTICULARES,Sin Categoria,39750766.04644847,8674849.81634593,31075916.23046875,44
202307,J,PARTICULARES,Sin Categoria,41773760.558553934,9027708.508138895,32746052.049804688,33
202311,J,PARTICULARES,Sin Categoria,44665467.697912455,10184436.69632554,34481031.001953125,30
202403,J,PARTICULARES,Sin Categoria,47060466.5486815,10853367.728002787,36207098.82055664,39
202302,J,PYMES,A,20006636579.81776,19279412576.185696,727224004.3626461,34888
202306,J,PYMES,A,20845724141.137436,20091819743.88315,753904398.2615376,36430
202310,J,PYMES,A,23682377701.351547,22924257352.9032,758120346.1572102,37065
202402,J,PYMES,A,24869732253.156414,24061231271.15956,808500987.0432595,37166
202303,J,PYMES,B,16342434215.078016,16003292234.454042,339141983.2454648,33065
202307,J,PYMES,B,15214128234.768377,14862574733.197744,351553500.16474915,33669
202311,J,PYMES,B,15041317353.730234,14544203727.384157,497113631.4576626,33798
202403,J,PYMES,B,16636769602.709734,16205985460.468542,430784141.00970364,34042
202304,J,PYMES,C,15386174908.061277,15146891783.168278,239283125.60168839,32422
202308,J,PYMES,C,15495841478.697529,15252344695.850449,243496790.00953102,32870
202312,J,PYMES,C,17953124469.987064,17657990999.830814,295133474.51607704,33331
202404,J,PYMES,C,13791109122.304462,13457907042.399097,333202079.549778,33492
202301,J,PYMES,D,28564162088.96473,28308457549.964645,255704537.82979584,33612
202305,J,PYMES,D,29540686578.16989,28968373046.28418,572313528.4518642,31111
202309,J,PYMES,D,28861588307.967052,28521037454.150288,340550858.64385223,31507
202401,J,PYMES,D,30807057109.43551,30229029916.74061,578027194.8389516,33700
202303,J,PYMES,Inactivos,125252.38159179688,125252.38159179688,0.0,5
202403,J,PYMES,Inactivos,7335.6201171875,7335.6201171875,0.0,1
202303,J,RESTO,Sin Categoria,1263919924.466695,1263919924.466695,0.0,91
202307,J,RESTO,Sin Categoria,1004060057.3419316,1003562773.3419316,497284.5625,95
202311,J,RESTO,Sin Categoria,1204335916.5844774,1043284990.0844775,161050939.78125,99
202403,J,RESTO,Sin Categoria,167647495.98044556,167647495.98044556,0.0,83
202302,J,WEALTH MANAGEMENT,A,869875547.0127656,161266738.68604445,708608808.8063965,137
202306,J,WEALTH MANAGEMENT,A,1065674529.0057809,70546518.4902246,995128010.2125168,117
202310,J,WEALTH MANAGEMENT,A,1181791826.5589273,192562857.59105468,989228969.2725601,138
202402,J,WEALTH MANAGEMENT,A,1312634072.26708,234495437.0589502,1078138635.3377686,148
202303,J,WEALTH MANAGEMENT,B,1342988770.984253,297977502.28637695,1045011268.682251,127
202307,J,WEALTH MANAGEMENT,B,947435361.4515171,344106282.5794468,603329075.1289062,118
202311,J,WEALTH MANAGEMENT,B,1026462425.691817,294747026.824538,731715398.8622131,130
202403,J,WEALTH MANAGEMENT,B,267771770.56889465,57696133.75669983,210075637.56396484,128
202304,J,WEALTH MANAGEMENT,C,596200071.6933632,331155787.4787636,265044269.39624023,131
202308,J,WEALTH MANAGEMENT,C,654768838.5944116,257630007.2353418,397138849.55981445,148
202312,J,WEALTH MANAGEMENT,C,960995656.9594568,435962958.1938623,525032686.9115524,128
202404,J,WEALTH MANAGEMENT,C,1238351890.3565247,921822907.3598816,316528985.6185303,136
202301,J,WEALTH MANAGEMENT,D,990817552.7542188,99817647.65174073,890999904.9450073,176
202305,J,WEALTH MANAGEMENT,D,1762333351.5346253,86069744.48947257,1676263606.1738758,196
202309,J,WEALTH MANAGEMENT,D,1269564262.084787,270587435.3965088,998976813.1846771,128
202401,J,WEALTH MANAGEMENT,D,904017144.7751155,173691938.13945723,730325206.0546646,107
202303,J,WEALTH MANAGEMENT,Inactivos,5684986.0,0.0,5684986.0,1
202307,J,WEALTH MANAGEMENT,Inactivos,2836.080078125,0.0,2836.080078125,1
202311,J,WEALTH MANAGEMENT,Inactivos,4517.6298828125,0.0,4517.6298828125,1
202403,J,WEALTH MANAGEMENT,Inactivos,4085.159912109375,0.0,4085.159912109375,1
202303,J,EMPRESAS,A,32573598901.558365,22075868349.916096,10497730511.165518,7607
202307,J,EMPRESAS,A,36344750110.11413,24265262935.116463,12079487148.562239,7945
202311,J,EMPRESAS,A,36487597411.13418,24507014483.785755,11980582950.197752,7942
202403,J,EMPRESAS,A,41660623904.52907,25602205459.57082,16058418678.156822,8260
202304,J,EMPRESAS,B,42508486937.071205,26201184307.09566,16307302619.9007,7453
202308,J,EMPRESAS,B,37966222880.71252,25054357057.738228,12911865929.637115,7480
202312,J,EMPRESAS,B,39298176077.45041,22625865783.722107,16672310595.690777,7126
202404,J,EMPRESAS,B,41568166979.61215,29497551968.220905,12070615040.436314,7521
202301,J,EMPRESAS,C,25249391849.349667,16715801526.641344,8533590309.7658,6863
202305,J,EMPRESAS,C,24593356660.529324,18655398836.1674,5937957773.754179,6910
202309,J,EMPRESAS,C,27893399422.23135,18687648240.744396,9205751073.299377,6739
202401,J,EMPRESAS,C,29895228035.95739,22428583299.208954,7466644754.588466,6999
202302,J,EMPRESAS,D,50235690607.80076,34268364382.47886,15967326227.712101,7005
202306,J,EMPRESAS,D,56221874978.12562,39672390451.718575,16549484420.687702,6686
202310,J,EMPRESAS,D,57900016868.12623,38594454263.928894,19305562850.480255,6651
202402,J,EMPRESAS,D,47490467981.89986,33186622906.86477,14303845162.177887,6606
202304,J,EMPRESAS,Inactivos,81498691.95919177,80847188.92913195,651503.0300598145,499
202308,J,EMPRESAS,Inactivos,33109127.081105772,32605381.901143614,503745.1799621582,436
202312,J,EMPRESAS,Inactivos,17292325.76954838,17274381.129388772,17944.640159606934,390
202404,J,EMPRESAS,Inactivos,17475504.024463028,17470660.394580215,4843.6298828125,352
202302,J,GLOBAL TRANSACTION BANKING,A,21597102291.469936,15729660143.429163,5867442152.857666,745
202306,J,GLOBAL TRANSACTION BANKING,A,22716488997.853115,18758478160.754726,3958010904.2424316,822
202310,J,GLOBAL TRANSACTION BANKING,A,12739973341.495499,9339238663.79126,3400734691.385254,891
202402,J,GLOBAL TRANSACTION BANKING,A,19144225929.963234,15071981552.688421,4072244376.2884827,965
202303,J,GLOBAL TRANSACTION BANKING,B,26584791242.38438,17822084305.212746,8762706985.585938,747
202307,J,GLOBAL TRANSACTION BANKING,B,24134246018.52314,19369123541.990364,4765122389.357483,858
202311,J,GLOBAL TRANSACTION BANKING,B,32248689611.639008,26183794545.21274,6064895094.526367,877
202403,J,GLOBAL TRANSACTION BANKING,B,30883421884.89772,20963287961.16715,9920133813.209167,753
202304,J,GLOBAL TRANSACTION BANKING,C,16180406185.652937,13277867147.485243,2902539077.915741,819
202308,J,GLOBAL TRANSACTION BANKING,C,11621992573.872086,8755285426.410736,2866707089.942871,638
202312,J,GLOBAL TRANSACTION BANKING,C,16781801219.981354,14831321692.253326,1950479558.6503906,674
202404,J,GLOBAL TRANSACTION BANKING,C,29576975018.17639,24649041796.365356,4927933234.978516,709
202301,J,GLOBAL TRANSACTION BANKING,D,25652502365.845997,22170042337.29131,3482460038.90625,764
202305,J,GLOBAL TRANSACTION BANKING,D,19873306657.15471,17861894483.865646,2011412181.3041992,676
202309,J,GLOBAL TRANSACTION BANKING,D,26072349942.367744,18579711421.660286,7492638479.699219,642
202401,J,GLOBAL TRANSACTION BANKING,D,33205622685.613678,24290593745.9159,8915028962.09375,737
202303,J,GLOBAL TRANSACTION BANKING,Inactivos,33486.71875,33486.71875,0.0,1
202307,J,GLOBAL TRANSACTION BANKING,Inactivos,31862.720703125,31862.720703125,0.0,1
202311,J,GLOBAL TRANSACTION BANKING,Inactivos,31318.2890625,31318.2890625,0.0,1
202403,J,GLOBAL TRANSACTION BANKING,Inactivos,29642.33984375,29642.33984375,0.0,1
202302,J,INSTITUCIONES,A,33271244258.02137,28996069159.220024,4275175156.193527,1444
202306,J,INSTITUCIONES,A,34380685568.57716,27973660463.52367,6407024998.768066,1396
202310,J,INSTITUCIONES,A,45294904415.84784,38651727654.114105,6643176791.506302,1353
202402,J,INSTITUCIONES,A,47205447837.29579,41871020065.352905,5334427809.020935,1376
202303,J,INSTITUCIONES,B,14226958469.865837,8910982212.32846,5315976192.149902,1093
202307,J,INSTITUCIONES,B,12775534812.77854,6228724055.438249,6546810757.969467,1076
202311,J,INSTITUCIONES,B,15043120634.81689,7969729604.617076,7073391064.527321,1095
202403,J,INSTITUCIONES,B,25117348219.36175,16198347486.864614,8919000700.738075,1026
202304,J,INSTITUCIONES,C,25751685418.013348,21823903605.196354,3927781755.291974,1215
202308,J,INSTITUCIONES,C,30358804515.13743,26558252934.084145,3800551524.6356163,1101
202312,J,INSTITUCIONES,C,32935166298.771027,30200384544.227264,2734781749.1237793,1192
202404,J,INSTITUCIONES,C,32041602237.644623,26131565596.506294,5910036670.82959,1075
202301,J,INSTITUCIONES,D,37674678847.68687,33968790071.744896,3705888817.2508545,1155
202305,J,INSTITUCIONES,D,51075836891.19807,47609724878.57226,3466112063.529419,1115
202309,J,INSTITUCIONES,D,34812975289.30169,23725866802.21506,11087108379.675781,1068
202401,J,INSTITUCIONES,D,27777522343.094555,23710889978.035564,4066632339.7752686,1041
202303,J,INSTITUCIONES,Inactivos,86875809.08072123,86867675.72964701,8133.359825134277,119
202307,J,INSTITUCIONES,Inactivos,112759167.90558445,110586665.78839695,2172502.1796875,96
202311,J,INSTITUCIONES,Inactivos,14857027.622684006,14848350.282840256,8677.33984375,65
202403,J,INSTITUCIONES,Inactivos,913140.4028353728,904138.0131869353,9002.3896484375,55
202304,J,PARTICULARES,Sin Categoria,41066137.486014605,9630951.955619097,31435185.529785156,35
202308,J,PARTICULARES,Sin Categoria,42938394.822408915,9747914.063986063,33190480.758789062,31
202312,J,PARTICULARES,Sin Categoria,45222887.44509721,10316197.107572794,34906690.337890625,29
202404,J,PARTICULARES,Sin Categoria,46259058.05478501,9488915.093847513,36770142.9609375,37
202303,J,PYMES,A,19751744832.99982,19026421192.608864,725323639.9535458,35459
202307,J,PYMES,A,22115906887.03208,21370918077.244415,744988812.1474409,36925
202311,J,PYMES,A,23919907658.557655,23157046069.208645,762861592.9058336,36989
202403,J,PYMES,A,23559102745.841496,22775042285.109394,784060459.3892814,37734
202304,J,PYMES,B,16978873024.75252,16621929277.675917,356943746.687809,33479
202308,J,PYMES,B,15562087673.84604,15227454820.991045,334632851.0351219,33744
202312,J,PYMES,B,15713674924.94827,15323263618.742449,390411302.5997524,33081
202404,J,PYMES,B,12547386518.81469,12173401882.591423,373984639.5610657,33717
202301,J,PYMES,C,16334884786.578718,16064904616.091063,269980167.7790489,32130
202305,J,PYMES,C,16075481375.202202,15779305511.70446,296175859.0549269,32902
202309,J,PYMES,C,15406159708.30757,15107255237.595911,298904473.8858156,33332
202401,J,PYMES,C,15438805503.394339,15172671678.107534,266133828.75169015,33202
202302,J,PYMES,D,28640789691.897873,28306872581.520622,333917107.7306175,32060
202306,J,PYMES,D,29342955723.191128,28959106727.64944,383848993.97380257,31464
202310,J,PYMES,D,29990829761.917545,29514733041.469086,476096722.27990794,32111
202402,J,PYMES,D,29892485660.601562,29545988052.34767,346497608.0674286,32665
202304,J,PYMES,Inactivos,246110.91430664062,246110.91430664062,0.0,5
202404,J,PYMES,Inactivos,7335.6201171875,7335.6201171875,0.0,1
202304,J,RESTO,Sin Categoria,1160078910.7087636,1160078910.7087636,0.0,91
202308,J,RESTO,Sin Categoria,983722243.4691622,983722243.4691622,0.0,96
202312,J,RESTO,Sin Categoria,1567759360.6426594,1412963040.509847,154796311.5,94
202404,J,RESTO,Sin Categoria,175387300.25115234,175387300.25115234,0.0,80
202303,J,WEALTH MANAGEMENT,A,803668166.7944849,84946167.87865233,718721998.6063766,136
202307,J,WEALTH MANAGEMENT,A,1097550855.6292236,80123716.01838374,1017427139.8764648,141
202311,J,WEALTH MANAGEMENT,A,1218744825.2378137,192348615.3525598,1026396209.3603516,135
202403,J,WEALTH MANAGEMENT,A,1274102471.4726465,98484633.4667871,1175617837.8886719,142
202304,J,WEALTH MANAGEMENT,B,379962888.4594269,295862834.2342682,84100054.22515869,122
202308,J,WEALTH MANAGEMENT,B,836999749.1830902,299522289.7220764,537477459.6387482,143
202312,J,WEALTH MANAGEMENT,B,486424039.20441055,285543190.9270668,200880848.5180664,125
202404,J,WEALTH MANAGEMENT,B,551428808.2714691,38135024.306625366,513293781.6015625,113
